gene,png,n_tx
ATP6V0A2,ATP6V0A2.png,6
ATP6V0B,ATP6V0B.png,2
ATP6V0C,ATP6V0C.png,1
ATP6V0D1,ATP6V0D1.png,2
ATP6V0E1,ATP6V0E1.png,1
ATP6V0E2,ATP6V0E2.png,2
ATP6V0E2-AS1,ATP6V0E2-AS1.png,3
ATP6V1A,ATP6V1A.png,2
ATP6V1B2,ATP6V1B2.png,2
ATP6V1C1,ATP6V1C1.png,8
ATP6V1C2,ATP6V1C2.png,1
ATP6V1D,ATP6V1D.png,6
ATP6V1E1,ATP6V1E1.png,3
ATP6V1E2,ATP6V1E2.png,1
ATP6V1F,ATP6V1F.png,1
ATP6V1F_FLNC,ATP6V1F_FLNC.png,2
ATP6V1G1,ATP6V1G1.png,3
ATP6V1H,ATP6V1H.png,6
ATP7A,ATP7A.png,2
ATP7B,ATP7B.png,1
ATP8A1,ATP8A1.png,4
ATP8A2,ATP8A2.png,1
ATP8B4,ATP8B4.png,1
ATP9A,ATP9A.png,3
ATP9B,ATP9B.png,5
ATPAF1,ATPAF1.png,8
ATPAF2,ATPAF2.png,4
ATPSCKMT,ATPSCKMT.png,1
ATR,ATR.png,2
ATRAID,ATRAID.png,2
ATRAID_CAD,ATRAID_CAD.png,1
ATRIP,ATRIP.png,4
ATRN,ATRN.png,7
ATRNL1,ATRNL1.png,1
ATRX,ATRX.png,29
ATXN1,ATXN1.png,16
ATXN1-AS1_ENSG00000272341,ATXN1-AS1_ENSG00000272341.png,2
ATXN10,ATXN10.png,5
ATXN1L,ATXN1L.png,1
ATXN2,ATXN2.png,21
ATXN2L,ATXN2L.png,5
ATXN3,ATXN3.png,2
ATXN7,ATXN7.png,3
ATXN7L1,ATXN7L1.png,2
ATXN7L2,ATXN7L2.png,1
ATXN7L3,ATXN7L3.png,1
ATXN7L3B,ATXN7L3B.png,2
AUH,AUH.png,8
AUP1,AUP1.png,2
AURKA,AURKA.png,8
AURKAIP1,AURKAIP1.png,4
AUTS2,AUTS2.png,1
AVL9,AVL9.png,7
AVPI1,AVPI1.png,1
AVPR1A,AVPR1A.png,1
AVPR2,AVPR2.png,1
AXIN1,AXIN1.png,1
AXIN2,AXIN2.png,4
AXL,AXL.png,3
AZGP1,AZGP1.png,2
AZI2,AZI2.png,3
AZIN1,AZIN1.png,26
AZIN2,AZIN2.png,1
B2M,B2M.png,2
B3GALNT1,B3GALNT1.png,40
B3GALNT2,B3GALNT2.png,11
B3GALT2,B3GALT2.png,5
B3GALT4,B3GALT4.png,1
B3GALT6,B3GALT6.png,1
B3GAT3,B3GAT3.png,1
B3GLCT,B3GLCT.png,21
B3GNT2,B3GNT2.png,2
B3GNT5,B3GNT5.png,2
B3GNT7,B3GNT7.png,1
B3GNT8,B3GNT8.png,2
B3GNT9,B3GNT9.png,2
B3GNTL1,B3GNTL1.png,1
B4GALNT1,B4GALNT1.png,3
B4GALNT3,B4GALNT3.png,2
B4GALT1,B4GALT1.png,4
B4GALT3,B4GALT3.png,4
B4GALT4,B4GALT4.png,4
B4GALT5,B4GALT5.png,2
B4GALT7,B4GALT7.png,1
B4GAT1,B4GAT1.png,1
BAALC,BAALC.png,1
BABAM1,BABAM1.png,2
BABAM2,BABAM2.png,8
BACE1,BACE1.png,1
BACE2,BACE2.png,2
BACH1,BACH1.png,4
BACH2,BACH2.png,1
BAD,BAD.png,2
BAG1,BAG1.png,2
BAG2,BAG2.png,8
BAG3,BAG3.png,8
BAG4,BAG4.png,6
BAG5,BAG5.png,8
BAG6,BAG6.png,43
BAHD1,BAHD1.png,2
BAIAP2,BAIAP2.png,6
BAIAP2-DT,BAIAP2-DT.png,2
BAIAP3,BAIAP3.png,2
BAK1,BAK1.png,1
BAMBI,BAMBI.png,2
BANCR,BANCR.png,1
BANF1,BANF1.png,1
BANP,BANP.png,5
BAP1,BAP1.png,2
BARD1,BARD1.png,1
BATF2,BATF2.png,1
BAX,BAX.png,1
BAZ1A,BAZ1A.png,1
BAZ1B,BAZ1B.png,3
BAZ2A,BAZ2A.png,4
BAZ2B,BAZ2B.png,7
BAZ2B-AS1,BAZ2B-AS1.png,3
BAZ2B_ENSG00000226266,BAZ2B_ENSG00000226266.png,2
BBC3,BBC3.png,1
BBIP1,BBIP1.png,1
BBLN,BBLN.png,1
BBOF1,BBOF1.png,1
BBS1,BBS1.png,3
BBS10,BBS10.png,5
BBS12,BBS12.png,3
BBS12_ENSG00000287692,BBS12_ENSG00000287692.png,4
BBS2,BBS2.png,5
BBS4,BBS4.png,3
BBS7,BBS7.png,4
BBS9,BBS9.png,6
BBX,BBX.png,14
BCAM,BCAM.png,3
BCAP29,BCAP29.png,29
BCAP29_WBP1LP2,BCAP29_WBP1LP2.png,2
BCAP31,BCAP31.png,1
BCAR1,BCAR1.png,11
BCAR3,BCAR3.png,6
BCAS2,BCAS2.png,2
BCAT1,BCAT1.png,2
BCAT2,BCAT2.png,1
BCCIP,BCCIP.png,6
BCDIN3D,BCDIN3D.png,2
BCDIN3D-AS1,BCDIN3D-AS1.png,1
BCHE,BCHE.png,1
BCKDHA,BCKDHA.png,3
BCKDHB,BCKDHB.png,11
BCKDK,BCKDK.png,4
BCL10,BCL10.png,5
BCL11A,BCL11A.png,2
BCL2,BCL2.png,5
BCL2L1,BCL2L1.png,9
BCL2L11,BCL2L11.png,2
BCL2L13,BCL2L13.png,23
BCL2L2,BCL2L2.png,2
BCL6B,BCL6B.png,2
BCL7A,BCL7A.png,6
BCL7B,BCL7B.png,2
BCL7C,BCL7C.png,1
BCL9,BCL9.png,3
BCL9L,BCL9L.png,1
BCLAF1,BCLAF1.png,19
BCO2,BCO2.png,13
BCOR,BCOR.png,8
BCR,BCR.png,2
BCS1L,BCS1L.png,3
BDH1,BDH1.png,12
BDH2,BDH2.png,3
BDNF,BDNF.png,4
BDNF-AS,BDNF-AS.png,1
BDP1,BDP1.png,4
BEAN1,BEAN1.png,1
BECN1,BECN1.png,10
BEGAIN,BEGAIN.png,2
BET1,BET1.png,2
BET1L,BET1L.png,4
BEX3,BEX3.png,2
BEX4,BEX4.png,1
BFAR,BFAR.png,4
BFSP1,BFSP1.png,1
BGN,BGN.png,1
BHLHE40,BHLHE40.png,2
BHLHE41,BHLHE41.png,2
BHMT2,BHMT2.png,3
BICD1,BICD1.png,5
BICD2,BICD2.png,7
BICRAL,BICRAL.png,2
BID,BID.png,1
BIN1,BIN1.png,4
BIN2,BIN2.png,1
BIN3,BIN3.png,1
BIRC2,BIRC2.png,9
BIRC3,BIRC3.png,2
BIRC6,BIRC6.png,8
BIVM,BIVM.png,20
BIVM_ERCC5,BIVM_ERCC5.png,1
BLCAP,BLCAP.png,1
BLM,BLM.png,2
BLMH,BLMH.png,1
BLOC1S1_ENSG00000289965,BLOC1S1_ENSG00000289965.png,1
BLOC1S2,BLOC1S2.png,3
BLOC1S4,BLOC1S4.png,1
BLOC1S5,BLOC1S5.png,6
BLOC1S6,BLOC1S6.png,16
BLTP1,BLTP1.png,5
BLTP3A,BLTP3A.png,8
BLTP3B,BLTP3B.png,13
BLVRA,BLVRA.png,1
BLVRB,BLVRB.png,1
BLZF1,BLZF1.png,5
BMAL1,BMAL1.png,7
BMERB1,BMERB1.png,2
BMF,BMF.png,1
BMI1,BMI1.png,4
BMP1,BMP1.png,3
BMP2K,BMP2K.png,1
BMP4,BMP4.png,2
BMP5,BMP5.png,2
BMPR1A,BMPR1A.png,14
BMPR1B,BMPR1B.png,1
BMPR2,BMPR2.png,11
BMS1,BMS1.png,9
BMS1P20,BMS1P20.png,4
BMS1P20_IGLV5-52,BMS1P20_IGLV5-52.png,1
BMT2,BMT2.png,3
BMT2_HRAT17,BMT2_HRAT17.png,2
BMX,BMX.png,1
BNIP2,BNIP2.png,9
BNIP3,BNIP3.png,7
BNIP3L,BNIP3L.png,4
BOC,BOC.png,1
BOD1,BOD1.png,4
BOD1L1,BOD1L1.png,4
BOK,BOK.png,2
BOLA2-SMG1P6,BOLA2-SMG1P6.png,2
BOLA3,BOLA3.png,2
BOLA3-DT,BOLA3-DT.png,1
BOP1,BOP1.png,2
BORCS5,BORCS5.png,4
BORCS6,BORCS6.png,1
BORCS7,BORCS7.png,3
BPGM,BPGM.png,2
BPHL,BPHL.png,3
BPNT1,BPNT1.png,2
BPNT2,BPNT2.png,4
BPTF,BPTF.png,2
BRAF,BRAF.png,8
BRAP,BRAP.png,4
BRAT1,BRAT1.png,8
BRCA1,BRCA1.png,3
BRCC3,BRCC3.png,11
BRD1,BRD1.png,1
BRD2,BRD2.png,7
BRD3,BRD3.png,9
BRD3OS,BRD3OS.png,4
BRD4,BRD4.png,5
BRD7,BRD7.png,2
BRD8,BRD8.png,5
BRD9,BRD9.png,4
BRF1,BRF1.png,2
BRF2,BRF2.png,1
BRI3BP,BRI3BP.png,3
BRINP1,BRINP1.png,1
BRINP2,BRINP2.png,2
BRINP3,BRINP3.png,1
BRIX1,BRIX1.png,3
BRK1,BRK1.png,2
BRMS1,BRMS1.png,1
BRMS1L,BRMS1L.png,4
BROX,BROX.png,4
BRPF1,BRPF1.png,6
BRPF3,BRPF3.png,1
BRWD1,BRWD1.png,13
BSCL2,BSCL2.png,2
BSDC1,BSDC1.png,6
BSG,BSG.png,10
BST1,BST1.png,1
BST2,BST2.png,1
BTAF1,BTAF1.png,5
BTBD1,BTBD1.png,10
BTBD10,BTBD10.png,4
BTBD2,BTBD2.png,1
BTBD3,BTBD3.png,5
BTBD6,BTBD6.png,1
BTBD7,BTBD7.png,5
BTBD8,BTBD8.png,2
BTD,BTD.png,4
BTF3,BTF3.png,2
BTF3L4,BTF3L4.png,7
BTG1,BTG1.png,4
BTG2,BTG2.png,3
BTN2A1,BTN2A1.png,5
BTN2A2,BTN2A2.png,1
BTN3A1,BTN3A1.png,1
BTN3A2,BTN3A2.png,1
BTN3A3,BTN3A3.png,2
BTNL9,BTNL9.png,7
BTRC,BTRC.png,12
BUB1,BUB1.png,1
BUB3,BUB3.png,5
BUD13,BUD13.png,1
BUD13P1,BUD13P1.png,1
BUD23,BUD23.png,2
BUD31,BUD31.png,1
BVES,BVES.png,23
BVES-AS1,BVES-AS1.png,1
BYSL,BYSL.png,2
BZW1,BZW1.png,8
BZW2,BZW2.png,7
C10orf105,C10orf105.png,1
C10orf71,C10orf71.png,19
C10orf71-AS1,C10orf71-AS1.png,2
C10orf88,C10orf88.png,2
C11orf1,C11orf1.png,1
C11orf21,C11orf21.png,5
C11orf24,C11orf24.png,4
C11orf54,C11orf54.png,9
C11orf58,C11orf58.png,9
C11orf68,C11orf68.png,1
C11orf71,C11orf71.png,4
C12orf29,C12orf29.png,4
C12orf4,C12orf4.png,4
C12orf43,C12orf43.png,2
C12orf57,C12orf57.png,2
C12orf60,C12orf60.png,2
C14orf119,C14orf119.png,2
C14orf132,C14orf132.png,2
C14orf180,C14orf180.png,7
C14orf28,C14orf28.png,3
C14orf93,C14orf93.png,2
C15orf39,C15orf39.png,3
C15orf61,C15orf61.png,3
C16orf87,C16orf87.png,5
C16orf89,C16orf89.png,1
C17orf100,C17orf100.png,1
C17orf113,C17orf113.png,1
C17orf49,C17orf49.png,1
C17orf58,C17orf58.png,2
C17orf75,C17orf75.png,5
C17orf80,C17orf80.png,7
C17orf97,C17orf97.png,2
C18orf25,C18orf25.png,14
C18orf32,C18orf32.png,6
C19orf12,C19orf12.png,12
C19orf18_ZNF606,C19orf18_ZNF606.png,2
C19orf25,C19orf25.png,2
C19orf44,C19orf44.png,3
C19orf47,C19orf47.png,3
C19orf48,C19orf48.png,1
C19orf54,C19orf54.png,5
C1D,C1D.png,2
C1GALT1,C1GALT1.png,7
C1GALT1C1,C1GALT1C1.png,2
C1GALT1C1L,C1GALT1C1L.png,1
C1QB,C1QB.png,1
C1QBP,C1QBP.png,3
C1QC,C1QC.png,1
C1QTNF1,C1QTNF1.png,10
C1QTNF2,C1QTNF2.png,1
C1QTNF6,C1QTNF6.png,1
C1QTNF7,C1QTNF7.png,2
C1QTNF9,C1QTNF9.png,1
C1R,C1R.png,4
C1RL,C1RL.png,1
C1S,C1S.png,2
C1orf105,C1orf105.png,1
C1orf109,C1orf109.png,7
C1orf112,C1orf112.png,1
C1orf115,C1orf115.png,1
C1orf122,C1orf122.png,2
C1orf131,C1orf131.png,2
C1orf174,C1orf174.png,1
C1orf198,C1orf198.png,9
C1orf198_AGT,C1orf198_AGT.png,2
C1orf21,C1orf21.png,6
C1orf216,C1orf216.png,1
C1orf43,C1orf43.png,4
C1orf50,C1orf50.png,1
C1orf52,C1orf52.png,4
C1orf56,C1orf56.png,2
C1orf74,C1orf74.png,3
C20orf27,C20orf27.png,1
C21orf91,C21orf91.png,6
C21orf91_C21orf91-OT1,C21orf91_C21orf91-OT1.png,1
C22orf39,C22orf39.png,7
C22orf46,C22orf46.png,2
C2CD2,C2CD2.png,5
C2CD2L,C2CD2L.png,1
C2CD3,C2CD3.png,3
C2CD5,C2CD5.png,5
C2CD6,C2CD6.png,3
C2orf42,C2orf42.png,5
C2orf68,C2orf68.png,1
C2orf69,C2orf69.png,2
C2orf74,C2orf74.png,1
C2orf88,C2orf88.png,4
C3,C3.png,1
C3AR1,C3AR1.png,2
C3orf18,C3orf18.png,7
C3orf33,C3orf33.png,2
C3orf38,C3orf38.png,4
C3orf52,C3orf52.png,1
C3orf70,C3orf70.png,1
C4A,C4A.png,4
C4B,C4B.png,3
C4orf3,C4orf3.png,3
C4orf46,C4orf46.png,4
C4orf54,C4orf54.png,1
C5AR1,C5AR1.png,1
C5orf15,C5orf15.png,2
C5orf22,C5orf22.png,12
C5orf24,C5orf24.png,6
C5orf46,C5orf46.png,2
C5orf63,C5orf63.png,2
C6,C6.png,19
C6orf120,C6orf120.png,6
C6orf132,C6orf132.png,1
C6orf136,C6orf136.png,1
C6orf47,C6orf47.png,2
C6orf47_BAG6,C6orf47_BAG6.png,3
C6orf62,C6orf62.png,2
C6orf89,C6orf89.png,17
C7,C7.png,9
C7orf25,C7orf25.png,2
C7orf50,C7orf50.png,5
C8orf33,C8orf33.png,3
C8orf34,C8orf34.png,1
C8orf58,C8orf58.png,1
C8orf76,C8orf76.png,1
C8orf82,C8orf82.png,3
C8orf88,C8orf88.png,3
C9orf64,C9orf64.png,2
C9orf72,C9orf72.png,4
C9orf78,C9orf78.png,4
C9orf85,C9orf85.png,2
CA13,CA13.png,2
CA14,CA14.png,1
CA2,CA2.png,1
CA3,CA3.png,1
CA5BP1,CA5BP1.png,5
CA8,CA8.png,4
CAAP1,CAAP1.png,5
CAB39,CAB39.png,8
CAB39L,CAB39L.png,7
CABIN1,CABIN1.png,9
CABLES1,CABLES1.png,1
CABLES2,CABLES2.png,1
CACFD1,CACFD1.png,4
CACNA1C,CACNA1C.png,7
CACNA2D1,CACNA2D1.png,19
CACNA2D3,CACNA2D3.png,2
CACNB1,CACNB1.png,1
CACNB2,CACNB2.png,3
CACNB3,CACNB3.png,2
CACTIN,CACTIN.png,2
CACUL1,CACUL1.png,5
CACYBP,CACYBP.png,5
CAD,CAD.png,1
CADM1,CADM1.png,3
CADM3,CADM3.png,2
CADM4,CADM4.png,1
CADPS,CADPS.png,2
CADPS2,CADPS2.png,3
CALCOCO1,CALCOCO1.png,4
CALCOCO2,CALCOCO2.png,19
CALCRL,CALCRL.png,15
CALD1,CALD1.png,13
CALHM2,CALHM2.png,1
CALHM5,CALHM5.png,3
CALM1,CALM1.png,10
CALM2,CALM2.png,2
CALM3,CALM3.png,7
CALR,CALR.png,2
CALU,CALU.png,17
CAMK1,CAMK1.png,2
CAMK2A,CAMK2A.png,6
CAMK2B,CAMK2B.png,17
CAMK2D,CAMK2D.png,48
CAMK2G,CAMK2G.png,6
CAMK4,CAMK4.png,1
CAMKK1,CAMKK1.png,1
CAMKK2,CAMKK2.png,8
CAMLG,CAMLG.png,2
CAMSAP1,CAMSAP1.png,3
CAMSAP1-DT,CAMSAP1-DT.png,1
CAMSAP2,CAMSAP2.png,5
CAMTA1,CAMTA1.png,4
CAMTA2,CAMTA2.png,11
CAND1,CAND1.png,7
CAND2,CAND2.png,3
CANT1,CANT1.png,9
CANX,CANX.png,29
CAP1,CAP1.png,7
CAP2,CAP2.png,10
CAPN1,CAPN1.png,8
CAPN1-AS1,CAPN1-AS1.png,1
CAPN10,CAPN10.png,2
CAPN15,CAPN15.png,1
CAPN2,CAPN2.png,7
CAPN3,CAPN3.png,1
CAPN5,CAPN5.png,1
CAPN6,CAPN6.png,1
CAPN7,CAPN7.png,9
CAPNS1,CAPNS1.png,1
CAPRIN1,CAPRIN1.png,22
CAPRIN2,CAPRIN2.png,12
CAPS2,CAPS2.png,3
CAPZA1,CAPZA1.png,3
CAPZA2,CAPZA2.png,18
CAPZB,CAPZB.png,5
CARD10,CARD10.png,3
CARD6,CARD6.png,2
CARD8,CARD8.png,8
CARF,CARF.png,1
CARHSP1,CARHSP1.png,1
CARM1,CARM1.png,2
CARMIL1,CARMIL1.png,3
CARMN,CARMN.png,1
CARNMT1,CARNMT1.png,4
CARNS1,CARNS1.png,3
CARS1,CARS1.png,8
CARS2,CARS2.png,2
CASC2,CASC2.png,2
CASC3,CASC3.png,6
CASD1,CASD1.png,1
CASKIN2,CASKIN2.png,6
CASP10,CASP10.png,2
CASP2,CASP2.png,2
CASP3,CASP3.png,6
CASP6,CASP6.png,1
CASP7,CASP7.png,3
CASP9,CASP9.png,3
CASQ1,CASQ1.png,1
CASQ2,CASQ2.png,31
CAST,CAST.png,168
CASTOR2,CASTOR2.png,1
CASZ1,CASZ1.png,7
CAT,CAT.png,3
CAV1,CAV1.png,14
CAV2,CAV2.png,15
CAV3,CAV3.png,2
CAVIN1,CAVIN1.png,8
CAVIN2,CAVIN2.png,8
CAVIN3,CAVIN3.png,2
CAVIN4,CAVIN4.png,7
CBFA2T2,CBFA2T2.png,7
CBFA2T3,CBFA2T3.png,3
CBFB,CBFB.png,9
CBL,CBL.png,2
CBLB,CBLB.png,19
CBLL1,CBLL1.png,6
CBLN3,CBLN3.png,1
CBR1,CBR1.png,6
CBR4,CBR4.png,8
CBS,CBS.png,3
CBX1,CBX1.png,2
CBX2,CBX2.png,1
CBX3,CBX3.png,2
CBX4,CBX4.png,2
CBX5,CBX5.png,19
CBX6,CBX6.png,5
CBX7,CBX7.png,3
CBX8,CBX8.png,2
CBY1,CBY1.png,2
CC2D1A,CC2D1A.png,4
CC2D1B,CC2D1B.png,2
CC2D2A,CC2D2A.png,1
CCAR1,CCAR1.png,9
CCAR2,CCAR2.png,5
CCBE1,CCBE1.png,1
CCDC102A,CCDC102A.png,2
CCDC102B,CCDC102B.png,1
CCDC106,CCDC106.png,4
CCDC107,CCDC107.png,2
CCDC112,CCDC112.png,1
CCDC113,CCDC113.png,3
CCDC115,CCDC115.png,1
CCDC117,CCDC117.png,4
CCDC12,CCDC12.png,1
CCDC121,CCDC121.png,2
CCDC124,CCDC124.png,1
CCDC125,CCDC125.png,2
CCDC126,CCDC126.png,4
CCDC127,CCDC127.png,4
CCDC134,CCDC134.png,1
CCDC136,CCDC136.png,1
CCDC137,CCDC137.png,2
CCDC138,CCDC138.png,1
CCDC14,CCDC14.png,3
CCDC141,CCDC141.png,32
CCDC142,CCDC142.png,1
CCDC146,CCDC146.png,3
CCDC152,CCDC152.png,2
CCDC168,CCDC168.png,1
CCDC169,CCDC169.png,1
CCDC169-SOHLH2,CCDC169-SOHLH2.png,1
CCDC171,CCDC171.png,1
CCDC174,CCDC174.png,3
CCDC184,CCDC184.png,1
CCDC186,CCDC186.png,8
CCDC22,CCDC22.png,1
CCDC25,CCDC25.png,7
CCDC28A,CCDC28A.png,1
CCDC3,CCDC3.png,1
CCDC32,CCDC32.png,3
CCDC40,CCDC40.png,3
CCDC43,CCDC43.png,6
CCDC43_ENSG00000267160,CCDC43_ENSG00000267160.png,1
CCDC47,CCDC47.png,7
CCDC50,CCDC50.png,17
CCDC51,CCDC51.png,3
CCDC57,CCDC57.png,1
CCDC6,CCDC6.png,3
CCDC61,CCDC61.png,1
CCDC66,CCDC66.png,5
CCDC68,CCDC68.png,1
CCDC69,CCDC69.png,4
CCDC7,CCDC7.png,1
CCDC71,CCDC71.png,2
CCDC71L,CCDC71L.png,1
CCDC77,CCDC77.png,1
CCDC8,CCDC8.png,4
CCDC80,CCDC80.png,9
CCDC82,CCDC82.png,6
CCDC85A,CCDC85A.png,2
CCDC85B,CCDC85B.png,1
CCDC85C,CCDC85C.png,2
CCDC86,CCDC86.png,1
CCDC88A,CCDC88A.png,8
CCDC90B,CCDC90B.png,7
CCDC91,CCDC91.png,9
CCDC92,CCDC92.png,3
CCDC93,CCDC93.png,7
CCDC97,CCDC97.png,3
CCDC9B,CCDC9B.png,5
CCHCR1,CCHCR1.png,3
CCL2,CCL2.png,1
CCM2,CCM2.png,1
CCN1,CCN1.png,2
CCN2,CCN2.png,2
CCN3,CCN3.png,1
CCN5,CCN5.png,2
CCNB1IP1,CCNB1IP1.png,1
CCNC,CCNC.png,3
CCND1,CCND1.png,10
CCND2,CCND2.png,23
CCND3,CCND3.png,4
CCNDBP1,CCNDBP1.png,3
CCNE2,CCNE2.png,2
CCNF,CCNF.png,2
CCNG1,CCNG1.png,5
CCNG2,CCNG2.png,3
CCNH,CCNH.png,2
CCNI,CCNI.png,6
CCNJ,CCNJ.png,2
CCNJL,CCNJL.png,2
CCNK,CCNK.png,5
CCNL1,CCNL1.png,3
CCNL2,CCNL2.png,8
CCNT1,CCNT1.png,3
CCNT2,CCNT2.png,11
CCNT2-AS1,CCNT2-AS1.png,1
CCNY,CCNY.png,4
CCP110,CCP110.png,11
CCPG1,CCPG1.png,19
CCR1,CCR1.png,2
CCR2,CCR2.png,1
CCSER2,CCSER2.png,26
CCT2,CCT2.png,5
CCT3,CCT3.png,1
CCT4,CCT4.png,3
CCT5,CCT5.png,3
CCT6A,CCT6A.png,3
CCT6B,CCT6B.png,1
CCT7,CCT7.png,2
CCT8,CCT8.png,3
CCT8P1_FMO5,CCT8P1_FMO5.png,1
CCZ1,CCZ1.png,1
CCZ1B,CCZ1B.png,2
CD109,CD109.png,4
CD109-AS1,CD109-AS1.png,1
CD14,CD14.png,1
CD151,CD151.png,6
CD163,CD163.png,3
CD164,CD164.png,6
CD1D,CD1D.png,1
CD200,CD200.png,1
CD209,CD209.png,1
CD248,CD248.png,1
CD274,CD274.png,2
CD276,CD276.png,6
CD2AP,CD2AP.png,2
CD2BP2,CD2BP2.png,2
CD300E,CD300E.png,1
CD300LG,CD300LG.png,6
CD302,CD302.png,4
CD320,CD320.png,1
CD34,CD34.png,3
CD36,CD36.png,126
CD38,CD38.png,1
CD4,CD4.png,1
CD44,CD44.png,2
CD46,CD46.png,9
CD47,CD47.png,10
CD55,CD55.png,7
CD58,CD58.png,2
CD59,CD59.png,16
CD6,CD6.png,1
CD63,CD63.png,1
CD63-AS1,CD63-AS1.png,1
CD68,CD68.png,1
CD74,CD74.png,2
CD81,CD81.png,2
CD82,CD82.png,3
CD86,CD86.png,1
CD9,CD9.png,1
CD93,CD93.png,5
CD99,CD99.png,11
CD99L2,CD99L2.png,7
CDADC1,CDADC1.png,2
CDC123,CDC123.png,2
CDC14A,CDC14A.png,1
CDC14B,CDC14B.png,3
CDC16,CDC16.png,8
CDC23,CDC23.png,3
CDC25A,CDC25A.png,3
CDC25B,CDC25B.png,4
CDC26,CDC26.png,3
CDC27,CDC27.png,9
CDC34,CDC34.png,1
CDC37,CDC37.png,1
CDC37L1,CDC37L1.png,3
CDC40,CDC40.png,2
CDC42,CDC42.png,7
CDC42BPA,CDC42BPA.png,5
CDC42BPB,CDC42BPB.png,6
CDC42EP1,CDC42EP1.png,3
CDC42EP2,CDC42EP2.png,2
CDC42EP3,CDC42EP3.png,8
CDC42EP4,CDC42EP4.png,2
CDC42SE2,CDC42SE2.png,7
CDC5L,CDC5L.png,7
CDC73,CDC73.png,16
CDCA2,CDCA2.png,3
CDCA2_ENSG00000289357,CDCA2_ENSG00000289357.png,1
CDCA4,CDCA4.png,1
CDCA5,CDCA5.png,1
CDCA7,CDCA7.png,2
CDCA7L,CDCA7L.png,3
CDH11,CDH11.png,1
CDH13,CDH13.png,3
CDH19,CDH19.png,8
CDH2,CDH2.png,35
CDH5,CDH5.png,5
CDH6,CDH6.png,1
CDHR1,CDHR1.png,1
CDIN1,CDIN1.png,43
CDIP1,CDIP1.png,5
CDIPT,CDIPT.png,4
CDK10,CDK10.png,3
CDK11B,CDK11B.png,6
CDK12,CDK12.png,5
CDK13,CDK13.png,1
CDK14,CDK14.png,4
CDK16,CDK16.png,20
CDK17,CDK17.png,5
CDK18,CDK18.png,9
CDK19,CDK19.png,1
CDK2,CDK2.png,1
CDK20,CDK20.png,1
CDK2AP2,CDK2AP2.png,3
CDK4,CDK4.png,1
CDK5R1,CDK5R1.png,1
CDK5RAP1,CDK5RAP1.png,4
CDK5RAP2,CDK5RAP2.png,24
CDK5RAP3,CDK5RAP3.png,1
CDK6,CDK6.png,8
CDK7,CDK7.png,1
CDK8,CDK8.png,6
CDK9,CDK9.png,1
CDKAL1,CDKAL1.png,4
CDKL5,CDKL5.png,2
CDKN1A,CDKN1A.png,4
CDKN1B,CDKN1B.png,1
CDKN2AIP,CDKN2AIP.png,4
CDKN2AIPNL,CDKN2AIPNL.png,1
CDKN2B,CDKN2B.png,2
CDKN2C,CDKN2C.png,1
CDNF,CDNF.png,1
CDO1,CDO1.png,1
CDPF1,CDPF1.png,3
CDR2,CDR2.png,2
CDR2L,CDR2L.png,2
CDS2,CDS2.png,7
CDV3,CDV3.png,3
CDYL,CDYL.png,2
CEACAM1,CEACAM1.png,2
CEBPB,CEBPB.png,1
CEBPD,CEBPD.png,3
CEBPG,CEBPG.png,3
CEBPZ,CEBPZ.png,8
CELF1,CELF1.png,49
CELF2,CELF2.png,23
CELSR1,CELSR1.png,1
CEMIP2,CEMIP2.png,1
CENPB,CENPB.png,1
CENPBD1P,CENPBD1P.png,2
CENPBD2P,CENPBD2P.png,6
CENPC,CENPC.png,4
CENPJ,CENPJ.png,5
CENPL,CENPL.png,1
CENPN,CENPN.png,4
CENPO,CENPO.png,1
CENPQ,CENPQ.png,1
CENPT,CENPT.png,1
CENPX,CENPX.png,1
CEP104,CEP104.png,6
CEP112,CEP112.png,6
CEP120,CEP120.png,6
CEP131,CEP131.png,3
CEP162,CEP162.png,2
CEP170,CEP170.png,11
CEP170B,CEP170B.png,1
CEP192,CEP192.png,1
CEP20,CEP20.png,6
CEP250,CEP250.png,1
CEP290,CEP290.png,1
CEP350,CEP350.png,3
CEP41,CEP41.png,3
CEP43,CEP43.png,7
CEP44,CEP44.png,9
CEP57,CEP57.png,7
CEP57L1,CEP57L1.png,2
CEP63,CEP63.png,11
CEP68,CEP68.png,8
CEP70,CEP70.png,9
CEP72,CEP72.png,1
CEP76,CEP76.png,1
CEP78,CEP78.png,4
CEP83,CEP83.png,4
CEP85,CEP85.png,8
CEP85L,CEP85L.png,3
CEP89,CEP89.png,3
CEP95,CEP95.png,1
CEP97,CEP97.png,2
CEPT1,CEPT1.png,3
CERCAM,CERCAM.png,1
CERK,CERK.png,5
CERS2,CERS2.png,3
CERS4,CERS4.png,2
CERS5,CERS5.png,2
CERS6,CERS6.png,17
CERT1,CERT1.png,20
CES1,CES1.png,1
CES2,CES2.png,15
CES4A,CES4A.png,2
CETN2,CETN2.png,1
CETN3,CETN3.png,1
CETN4P,CETN4P.png,2
CFAP20,CFAP20.png,1
CFAP221,CFAP221.png,1
CFAP251,CFAP251.png,2
CFAP298,CFAP298.png,2
CFAP298-TCP10L,CFAP298-TCP10L.png,3
CFAP36,CFAP36.png,2
CFAP410,CFAP410.png,3
CFAP418,CFAP418.png,1
CFAP58,CFAP58.png,1
